State,City,Year,Avg_AQI,Std_AQI,Avg_Water_Contamination,Avg_Industrial_Emission,Avg_Vehicular_Emission,Avg_GDP,Avg_Population,Avg_Public_Transport,Avg_AQI_Improvement,NCAP_Flag,CI_Lower,CI_Upper,Correlation_AQI_Emission,Projected_AQI_20pct_Cut
Karnataka,Bengaluru,2025,134.1592,18.9884,1.165,27096.1667,133808.0,4741321.0,12929.0,50.0,-0.6283,Yes,-2.5567,4.8867,-0.0054,126.11
Kerala,Ernakulam,2010,207.2,27.8435,1.4158,23247.8333,75555.0,444777.0,7175.0,52.0,0.2017,No,-4.0415,6.8731,-0.0054,194.77
Kerala,Ernakulam,2011,211.8433,29.7386,1.265,25592.8333,77050.0,471464.0,7201.0,52.0,0.1858,No,-4.5638,7.0938,-0.0054,199.13
Kerala,Ernakulam,2012,213.3842,23.2282,1.3133,22939.6667,79331.0,499751.0,7241.0,52.0,0.6025,No,-3.2394,5.866,-0.0054,200.58
Kerala,Ernakulam,2013,213.2775,28.0064,1.1542,26732.3333,79777.0,529737.0,7249.0,52.0,-2.0508,No,-4.3351,6.6435,-0.0054,200.48
Kerala,Ernakulam,2014,212.2592,25.1696,1.2733,28228.6667,80254.0,561521.0,7257.0,52.0,-0.2125,No,-3.6599,6.2065,-0.0054,199.52
Kerala,Ernakulam,2015,215.3842,25.9693,1.2283,21845.0,82505.0,595212.0,7297.0,52.0,2.2908,No,-3.8617,6.3183,-0.0054,202.46
Kerala,Ernakulam,2016,215.4075,23.7865,0.9758,29266.75,84121.0,630925.0,7326.0,52.0,-1.1325,No,-3.6864,5.638,-0.0054,202.48
Kerala,Ernakulam,2017,223.4283,28.1407,1.215,32972.6667,90081.0,668780.0,7431.0,52.0,-0.2117,No,-4.3006,6.7306,-0.0054,210.02
Kerala,Ernakulam,2018,218.9208,27.5934,1.1542,22802.5,84198.0,708907.0,7327.0,52.0,-1.5117,No,-4.2541,6.5625,-0.0054,205.79
Kerala,Ernakulam,2019,228.7858,28.3064,1.2942,29622.4167,94234.0,751441.0,7504.0,52.0,-0.8375,Yes,-4.2539,6.8423,-0.0054,215.06
Kerala,Ernakulam,2020,97.6851,31.0041,2.409,322324.0659,67149.7725,736258.7545,178933.7305,39.4251,-0.926,No,-3.6678,8.4858,-0.0054,91.82
Kerala,Ernakulam,2021,229.0083,29.3573,1.5042,23353.4167,92303.0,844320.0,7470.0,52.0,-0.7583,Yes,-4.2498,7.2582,-0.0054,215.27
Kerala,Ernakulam,2022,223.7583,27.3552,1.2608,19342.0833,91439.0,894979.0,7455.0,52.0,-0.6317,Yes,-4.1008,6.6224,-0.0054,210.33
Kerala,Ernakulam,2023,229.79,30.1811,1.3492,27366.6667,94668.0,948678.0,7512.0,52.0,-0.1233,Yes,-4.5663,7.2647,-0.0054,216.0
Kerala,Ernakulam,2024,237.6442,34.2613,1.515,26142.8333,100416.0,1005598.0,7613.0,52.0,-0.1667,Yes,-5.2002,8.2302,-0.0054,223.39
Kerala,Ernakulam,2025,236.6375,35.7733,1.1808,30482.25,100160.0,1065934.0,7609.0,52.0,-1.3075,Yes,-5.8308,8.1924,-0.0054,222.44
Kerala,Kochi,2010,231.5717,31.3404,1.42,23247.8333,75555.0,537522.0,7175.0,37.0,1.2225,No,-4.7227,7.5627,-0.0054,217.68
Kerala,Kochi,2011,233.095,33.3791,1.2625,25592.8333,77050.0,569774.0,7201.0,37.0,-0.7933,No,-5.2798,7.8048,-0.0054,219.11
Kerala,Kochi,2012,237.3742,30.5079,1.3108,22939.6667,79331.0,603960.0,7241.0,37.0,1.165,No,-4.6687,7.2903,-0.0054,223.13
Kerala,Kochi,2013,233.6158,31.1258,1.1592,26732.3333,79777.0,640198.0,7249.0,37.0,0.8458,No,-4.9415,7.2599,-0.0054,219.6
Kerala,Kochi,2014,237.2308,29.1018,1.2717,28228.6667,80254.0,678609.0,7257.0,37.0,-0.1767,No,-4.4323,6.9757,-0.0054,223.0
Kerala,Kochi,2015,239.4083,32.9834,1.2125,21845.0,82505.0,719326.0,7297.0,37.0,0.6558,No,-5.2522,7.6772,-0.0054,225.04
Kerala,Kochi,2016,238.33,29.9031,0.9833,29266.75,84121.0,762486.0,7326.0,37.0,0.7142,No,-4.8777,6.8443,-0.0054,224.03
Kerala,Kochi,2017,248.7025,31.9148,1.2133,32972.6667,90081.0,808235.0,7431.0,37.0,-0.6808,No,-5.042,7.4686,-0.0054,233.78
Kerala,Kochi,2018,237.4975,28.6402,1.145,22802.5,84198.0,856729.0,7327.0,37.0,-0.1158,No,-4.4685,6.7585,-0.0054,223.25
Kerala,Kochi,2019,251.4983,29.8184,1.285,29622.4167,94234.0,908133.0,7504.0,37.0,0.6992,Yes,-4.5594,7.1294,-0.0054,236.41
Kerala,Kochi,2020,109.0387,42.9721,2.6225,417661.4431,85826.0539,948675.7605,303532.2036,37.8802,-1.1582,No,-5.8,11.045,-0.0054,102.5
Kerala,Kochi,2021,248.9183,38.4574,1.5233,23353.4167,92303.0,1020378.0,7470.0,37.0,0.4242,Yes,-6.0144,9.061,-0.0054,233.98
Kerala,Kochi,2022,248.4733,32.5666,1.2725,19342.0833,91439.0,1081600.0,7455.0,37.0,-0.0175,Yes,-5.1106,7.6556,-0.0054,233.56
Kerala,Kochi,2023,252.3267,35.8494,1.3558,27366.6667,94668.0,1146496.0,7512.0,37.0,-0.9708,Yes,-5.6707,8.3823,-0.0054,237.19
Kerala,Kochi,2024,261.3267,34.6035,1.5017,26142.8333,100416.0,1215286.0,7613.0,37.0,-0.8608,Yes,-5.2806,8.284,-0.0054,245.65
Kerala,Kochi,2025,260.6233,37.8062,1.1758,30482.25,100160.0,1288203.0,7609.0,37.0,0.81,Yes,-6.2342,8.5858,-0.0054,244.99
Kerala,Thiruvananthapuram,2010,133.145,14.446,1.2167,26259.5,197662.0,625153.0,12487.0,57.0,-0.2158,No,-1.6147,4.0481,-0.0054,125.16
Kerala,Thiruvananthapuram,2011,134.42,17.0823,1.2983,27084.25,198830.0,662662.0,12507.0,57.0,0.2292,No,-2.0498,4.6464,-0.0054,126.35
Kerala,Thiruvananthapuram,2012,137.6417,19.8975,1.055,27974.4167,201379.0,702422.0,12552.0,57.0,-0.4892,No,-2.8449,4.9549,-0.0054,129.38
Kerala,Thiruvananthapuram,2013,137.7075,16.8767,1.2792,26816.8333,201674.0,744567.0,12557.0,57.0,1.25,No,-2.0286,4.587,-0.0054,129.45
Kerala,Thiruvananthapuram,2014,141.5575,20.6877,1.1858,28109.9167,203555.0,789242.0,12590.0,57.0,-1.1333,No,-2.869,5.2406,-0.0054,133.06
Kerala,Thiruvananthapuram,2015,142.8033,17.2402,1.3858,32203.75,206417.0,836596.0,12641.0,57.0,-0.7342,No,-1.9933,4.7649,-0.0054,134.24
Kerala,Thiruvananthapuram,2016,143.7908,21.537,1.265,29174.3333,205952.0,886792.0,12633.0,57.0,0.5758,No,-2.9563,5.4863,-0.0054,135.16
Kerala,Thiruvananthapuram,2017,69.3016,26.1526,2.2968,255275.25,51972.5098,633240.951,249170.348,40.7108,-1.2246,No,-2.8291,7.4227,-0.0054,65.14
Kerala,Thiruvananthapuram,2018,83.3671,32.3367,2.3202,255124.337,50002.8301,627358.989,253589.4575,39.2712,-1.0719,No,-4.0178,8.6582,-0.0054,78.37
Kerala,Thiruvananthapuram,2019,75.2164,26.4446,2.2909,263632.0685,49891.8466,635397.7123,256868.863,40.074,-1.1102,No,-2.8922,7.474,-0.0054,70.7
Kerala,Thiruvananthapuram,2020,68.9172,25.3299,2.3521,251941.2447,55225.1809,658819.5479,247334.1543,39.5372,-0.8063,No,-2.6126,7.3168,-0.0054,64.78
Kerala,Thiruvananthapuram,2021,160.7342,20.6116,1.2083,29154.8333,217303.0,1186727.0,12833.0,57.0,0.5017,Yes,-2.8316,5.2482,-0.0054,151.09
Kerala,Thiruvananthapuram,2022,165.7017,21.4621,1.1192,20714.3333,223105.0,1257931.0,12935.0,57.0,-0.8217,Yes,-3.0874,5.3258,-0.0054,155.76
Kerala,Thiruvananthapuram,2023,155.4183,21.4496,1.2217,30892.8333,216423.0,1333407.0,12818.0,57.0,1.9725,Yes,-2.9824,5.4258,-0.0054,146.09
Kerala,Thiruvananthapuram,2024,162.1333,20.5239,1.2475,28130.9167,220056.0,1413411.0,12882.0,57.0,0.2017,Yes,-2.7752,5.2702,-0.0054,152.41
Kerala,Thiruvananthapuram,2025,166.2033,23.5879,1.24,29117.6667,224592.0,1498216.0,12962.0,57.0,0.7083,Yes,-3.3832,5.8632,-0.0054,156.23
Madhya Pradesh,Bhopal,2010,121.0767,14.8565,1.1283,26440.0,18839.0,297512.0,11244.0,39.0,1.0975,No,-1.7836,4.0402,-0.0054,113.81
Madhya Pradesh,Bhopal,2011,123.67,17.4978,1.255,21957.6667,20761.0,315363.0,11277.0,39.0,-0.3025,No,-2.1746,4.6846,-0.0054,116.25
Madhya Pradesh,Bhopal,2012,125.0708,15.7528,1.1317,26855.4167,21857.0,334284.0,11297.0,39.0,0.835,No,-1.9558,4.2192,-0.0054,117.57
Madhya Pradesh,Bhopal,2013,127.8533,17.9126,1.26,33822.9167,23134.0,354341.0,11319.0,39.0,1.265,No,-2.2509,4.7709,-0.0054,120.18
Madhya Pradesh,Bhopal,2014,127.8492,16.3903,0.9192,29879.3333,24564.0,375602.0,11345.0,39.0,-0.2708,No,-2.2933,4.1317,-0.0054,120.18
Madhya Pradesh,Bhopal,2015,134.16,18.2023,1.3783,30426.9167,26775.0,398138.0,11384.0,39.0,-1.0683,No,-2.1894,4.946,-0.0054,126.11
Madhya Pradesh,Bhopal,2016,131.1142,16.1464,1.2758,28693.9167,27155.0,422026.0,11390.0,39.0,-1.5817,No,-1.8889,4.4405,-0.0054,123.25
Madhya Pradesh,Bhopal,2017,137.9625,20.3028,1.15,26372.9167,31776.0,447348.0,11472.0,39.0,0.64,No,-2.8293,5.1293,-0.0054,129.68
Madhya Pradesh,Bhopal,2018,135.1242,17.7582,1.1925,20818.0833,29341.0,474189.0,11429.0,39.0,1.1583,No,-2.2881,4.6731,-0.0054,127.02
Madhya Pradesh,Bhopal,2019,160.291,64.898,3.7368,480840.8596,2405827.4298,424362.1316,2037.2061,32.2412,1.5197,Yes,-8.9832,16.4568,-0.0054,150.67
Madhya Pradesh,Bhopal,2020,115.5227,37.5266,3.6043,231649.5053,2842925.2606,416517.7447,1584.3032,36.8963,2.3879,Yes,-3.7509,10.9595,-0.0054,108.59
Madhya Pradesh,Bhopal,2021,139.7392,18.9304,1.345,32607.1667,30703.0,564766.0,11453.0,39.0,-0.4,Yes,-2.3654,5.0554,-0.0054,131.35
Madhya Pradesh,Bhopal,2022,143.745,15.5449,1.25,30487.0833,36064.0,598652.0,11547.0,39.0,-0.6442,Yes,-1.7968,4.2968,-0.0054,135.12
Madhya Pradesh,Bhopal,2023,142.6058,18.1711,1.2608,28580.25,34667.0,634571.0,11523.0,39.0,0.0775,Yes,-2.3007,4.8223,-0.0054,134.05
Madhya Pradesh,Bhopal,2024,152.5825,20.1646,1.1333,25636.8333,43856.0,672646.0,11685.0,39.0,0.8008,Yes,-2.819,5.0856,-0.0054,143.43
Madhya Pradesh,Bhopal,2025,145.9842,18.6314,1.0708,30646.0833,36133.0,713005.0,11549.0,39.0,1.7867,Yes,-2.581,4.7226,-0.0054,137.23
Maharashtra,Mumbai,2010,118.2175,17.6761,1.2367,16964.4167,93025.0,15254936.0,8682.0,61.0,-0.6858,No,-2.2278,4.7012,-0.0054,111.12
Maharashtra,Mumbai,2011,122.8733,16.6243,1.4658,28918.8333,95028.0,16170233.0,8717.0,61.0,-0.1542,No,-1.7926,4.7242,-0.0054,115.5
Maharashtra,Mumbai,2012,123.03,15.3807,1.1233,31414.0833,96529.0,17140446.0,8743.0,61.0,1.3725,No,-1.8913,4.1379,-0.0054,115.65
Maharashtra,Mumbai,2013,123.6525,15.6181,1.3617,27555.0833,98466.0,18168873.0,8778.0,61.0,-1.1533,No,-1.6994,4.4228,-0.0054,116.23
Maharashtra,Mumbai,2014,124.5608,17.4647,1.1533,26221.0833,98733.0,19259006.0,8782.0,61.0,-0.9425,No,-2.2698,4.5764,-0.0054,117.09
Maharashtra,Mumbai,2015,106.6219,38.6949,3.7782,186293.4247,6954650.2836,20420890.7493,21960.337,52.9918,2.4864,No,-3.806,11.3624,-0.0054,100.22
Maharashtra,Mumbai,2016,106.7322,38.6994,3.8606,227723.0574,7457440.2131,21511727.8702,22178.0628,55.9003,2.5856,No,-3.7245,11.4457,-0.0054,100.33
Maharashtra,Mumbai,2017,106.6219,38.6949,3.8176,147340.7301,8523915.9726,21196769.9452,22466.5781,53.9192,0.9984,No,-3.7666,11.4018,-0.0054,100.22
Maharashtra,Mumbai,2018,111.3425,38.9865,3.8332,119385.7507,9007959.3808,23537747.5096,22554.1658,53.8507,2.6708,No,-3.8082,11.4746,-0.0054,104.66
Maharashtra,Mumbai,2019,107.9507,48.3048,3.78,136109.7726,9921881.7288,24591785.0438,22872.7575,58.5288,1.2886,Yes,-5.6877,13.2477,-0.0054,101.47
Maharashtra,Mumbai,2020,104.5826,53.2064,3.7055,221809.2101,10790503.9415,24449158.7394,22710.367,57.4628,2.3805,Yes,-6.723,14.134,-0.0054,98.31
Maharashtra,Mumbai,2021,139.1192,16.5158,1.1658,28827.25,109256.0,28958424.0,8968.0,61.0,0.0858,Yes,-2.0713,4.4029,-0.0054,130.77
Maharashtra,Mumbai,2022,143.5225,18.314,1.0617,25541.1667,112140.0,30695929.0,9019.0,61.0,0.9833,Yes,-2.5278,4.6512,-0.0054,134.91
Maharashtra,Mumbai,2023,151.1117,18.0096,1.37,29670.0,119669.0,32537685.0,9152.0,61.0,1.2775,Yes,-2.1599,4.8999,-0.0054,142.04
Maharashtra,Mumbai,2024,140.1433,15.2729,1.0667,35377.75,112268.0,34489946.0,9021.0,61.0,-0.5308,Yes,-1.9268,4.0602,-0.0054,131.73
Maharashtra,Mumbai,2025,138.5375,16.5595,1.3775,23891.6667,111585.0,36559343.0,9009.0,61.0,-0.6992,Yes,-1.8682,4.6232,-0.0054,130.23
Meghalaya,Shillong,2010,93.6067,16.077,1.2867,28201.25,223961.0,88499.0,3174.0,43.0,0.395,No,-1.8644,4.4378,-0.0054,87.99
Meghalaya,Shillong,2011,98.5008,13.2106,1.2167,26326.6667,225718.0,93808.0,3205.0,43.0,-0.2875,No,-1.3726,3.806,-0.0054,92.59
Meghalaya,Shillong,2012,98.0483,13.4391,1.1133,27509.8333,226216.0,99437.0,3213.0,43.0,0.0125,No,-1.5208,3.7474,-0.0054,92.17
Meghalaya,Shillong,2013,99.2733,13.9777,1.365,29865.5,228611.0,105403.0,3256.0,43.0,0.0242,No,-1.3746,4.1046,-0.0054,93.32
Meghalaya,Shillong,2014,99.7033,9.6631,1.2442,20785.1667,230414.0,111727.0,3287.0,43.0,0.9908,No,-0.6498,3.1382,-0.0054,93.72
Meghalaya,Shillong,2015,103.9117,13.7564,1.16,30289.8333,232836.0,118431.0,3330.0,43.0,-0.86,No,-1.5363,3.8563,-0.0054,97.68
Meghalaya,Shillong,2016,99.085,14.3707,1.3117,32677.75,230398.0,125537.0,3287.0,43.0,-1.2892,No,-1.505,4.1284,-0.0054,93.14
Meghalaya,Shillong,2017,101.77,12.0871,1.2608,28889.0,232599.0,133069.0,3326.0,43.0,-0.0108,No,-1.1083,3.6299,-0.0054,95.66
Meghalaya,Shillong,2018,101.885,12.7778,1.0617,31172.4167,235546.0,141053.0,3378.0,43.0,-0.5292,No,-1.4427,3.5661,-0.0054,95.77
Meghalaya,Shillong,2019,46.0652,18.3756,1.7579,45492.7612,20672.3731,94556.5746,49283.7985,38.791,-1.2657,Yes,-1.8437,5.3595,-0.0054,43.3
Meghalaya,Shillong,2020,62.5008,29.5853,1.7511,45704.3191,15121.1489,91594.8191,51993.2872,40.0319,-1.1223,No,-4.0476,7.5498,-0.0054,58.75
Meghalaya,Shillong,2021,102.985,13.6918,1.2267,35048.4167,236331.0,167997.0,3392.0,43.0,0.5625,Yes,-1.4569,3.9103,-0.0054,96.81
Meghalaya,Shillong,2022,104.4233,12.566,1.1158,27548.25,242054.0,178076.0,3493.0,43.0,0.9033,Yes,-1.3471,3.5787,-0.0054,98.16
Meghalaya,Shillong,2023,107.9942,13.9083,1.1642,31884.5833,244772.0,188761.0,3541.0,43.0,0.78,Yes,-1.5618,3.8902,-0.0054,101.51
Meghalaya,Shillong,2024,106.7708,15.1252,1.1892,27583.0833,241701.0,200087.0,3487.0,43.0,-0.8658,Yes,-1.7753,4.1537,-0.0054,100.36
Meghalaya,Shillong,2025,104.31,15.0686,1.35,36775.25,239522.0,212092.0,3448.0,43.0,-1.2142,Yes,-1.6034,4.3034,-0.0054,98.05
Mizoram,Aizawl,2010,85.6525,12.3648,1.29,28201.25,223961.0,52251.0,3174.0,61.0,1.6308,No,-1.1335,3.7135,-0.0054,80.51
Mizoram,Aizawl,2011,87.855,12.6895,1.2267,26326.6667,225718.0,55386.0,3205.0,61.0,-1.8517,No,-1.2604,3.7138,-0.0054,82.58
Mizoram,Aizawl,2012,85.455,9.6702,1.1075,27509.8333,226216.0,58710.0,3213.0,61.0,-0.7167,No,-0.7879,3.0029,-0.0054,80.33
Mizoram,Aizawl,2013,88.1208,13.9786,1.3542,29865.5,228611.0,62232.0,3256.0,61.0,-0.5075,No,-1.3856,4.094,-0.0054,82.83
Mizoram,Aizawl,2014,86.3958,15.0489,1.2442,20785.1667,230414.0,65966.0,3287.0,61.0,-0.1533,No,-1.7054,4.1938,-0.0054,81.21
Mizoram,Aizawl,2015,89.5,14.3404,1.1717,30289.8333,232836.0,69924.0,3330.0,61.0,1.0242,No,-1.639,3.9824,-0.0054,84.13
Mizoram,Aizawl,2016,89.275,13.8113,1.3133,32677.75,230398.0,74119.0,3287.0,61.0,-0.83,No,-1.3937,4.0203,-0.0054,83.92
Mizoram,Aizawl,2017,92.275,12.2967,1.2708,28889.0,232599.0,78567.0,3326.0,61.0,-0.2325,No,-1.1394,3.681,-0.0054,86.74
Mizoram,Aizawl,2018,91.79,14.1899,1.0475,31172.4167,235546.0,83281.0,3378.0,61.0,-0.6942,No,-1.7337,3.8287,-0.0054,86.28
Mizoram,Aizawl,2019,90.9192,15.2095,1.33,25494.6667,237246.0,88277.0,3408.0,61.0,-1.0817,Yes,-1.6511,4.3111,-0.0054,85.46
Mizoram,Aizawl,2020,38.5854,24.7827,1.9487,52250.775,22959.9417,65315.2167,57812.2417,41.6667,-0.7101,Yes,-2.9087,6.8061,-0.0054,36.27
Mizoram,Aizawl,2021,92.845,12.6334,1.2317,35048.4167,236331.0,99189.0,3392.0,61.0,-0.43,Yes,-1.2444,3.7078,-0.0054,87.27
Mizoram,Aizawl,2022,97.7325,15.0121,1.11,27548.25,242054.0,105140.0,3493.0,61.0,-0.7967,Yes,-1.8324,4.0524,-0.0054,91.87
Mizoram,Aizawl,2023,100.4058,14.8209,1.1492,31884.5833,244772.0,111448.0,3541.0,61.0,-0.7258,Yes,-1.7557,4.0541,-0.0054,94.38
Mizoram,Aizawl,2024,99.3492,12.4972,1.18,27583.0833,241701.0,118135.0,3487.0,61.0,0.5225,Yes,-1.2695,3.6295,-0.0054,93.39
Mizoram,Aizawl,2025,94.3042,14.2317,1.35,36775.25,239522.0,125223.0,3448.0,61.0,-1.2183,Yes,-1.4394,4.1394,-0.0054,88.65
Odisha,Brajrajnagar,2010,98.0208,12.9698,1.1975,26964.4167,226737.0,50415.0,7637.0,59.0,0.7825,No,-1.3446,3.7396,-0.0054,92.14
Odisha,Brajrajnagar,2011,101.26,12.6341,1.2992,28335.8333,228093.0,53440.0,7660.0,59.0,-1.2058,No,-1.1771,3.7755,-0.0054,95.18
Odisha,Brajrajnagar,2012,102.1658,13.2696,1.1167,20311.4167,230048.0,56647.0,7695.0,59.0,-1.3092,No,-1.4841,3.7175,-0.0054,96.04
Odisha,Brajrajnagar,2013,104.5392,14.0688,1.3192,28770.9167,231544.0,60045.0,7721.0,59.0,0.1067,No,-1.4383,4.0767,-0.0054,98.27
Odisha,Brajrajnagar,2014,106.8442,14.3969,1.3292,20796.25,232539.0,63648.0,7739.0,59.0,-0.7558,No,-1.4926,4.151,-0.0054,100.43
Odisha,Brajrajnagar,2015,106.375,13.4287,1.2042,23732.5,231994.0,67467.0,7729.0,59.0,-0.4542,No,-1.4278,3.8362,-0.0054,99.99
Odisha,Brajrajnagar,2016,110.1758,14.4217,1.2133,25206.4167,234703.0,71515.0,7777.0,59.0,1.5025,No,-1.6134,4.04,-0.0054,103.57
Odisha,Brajrajnagar,2017,175.0969,63.3185,3.5572,629515.1389,195993.2222,74617.5833,17824.3611,45.3056,0.3003,No,-8.8532,15.9676,-0.0054,164.59
Odisha,Brajrajnagar,2018,153.6219,70.811,4.2538,873090.7288,176383.1562,71603.9808,22412.8192,39.789,-1.094,No,-9.6252,18.1328,-0.0054,144.4
Odisha,Brajrajnagar,2019,144.6521,65.4365,4.297,894240.2164,168338.9014,69795.2219,22707.0384,40.1397,-0.7197,No,-8.5286,17.1226,-0.0054,135.97
Odisha,Brajrajnagar,2020,136.8555,46.5057,4.2384,862593.1223,171807.6436,71131.3457,22200.5957,40.0426,-1.267,No,-4.8767,13.3535,-0.0054,128.64
Odisha,Brajrajnagar,2021,128.6225,16.1667,1.15,24689.5833,249420.0,95703.0,8037.0,59.0,0.4992,Yes,-2.0187,4.3187,-0.0054,120.91
Odisha,Brajrajnagar,2022,120.5133,15.9075,1.3117,23232.3333,242546.0,101445.0,7915.0,59.0,-0.4858,Yes,-1.8062,4.4296,-0.0054,113.28
Odisha,Brajrajnagar,2023,132.755,16.7725,1.3033,25208.3333,249451.0,107532.0,8037.0,59.0,0.5283,Yes,-1.9841,4.5907,-0.0054,124.79
Odisha,Brajrajnagar,2024,139.1508,17.2676,1.4,25223.4167,256081.0,113984.0,8154.0,59.0,0.7333,Yes,-1.9844,4.7844,-0.0054,130.8
Odisha,Brajrajnagar,2025,143.3017,20.6931,1.1392,26546.6667,257534.0,120823.0,8180.0,59.0,-0.2308,Yes,-2.9166,5.195,-0.0054,134.7
Odisha,Talcher,2010,188.3075,19.7551,1.21,24023.3333,63559.0,129693.0,9934.0,46.0,0.475,No,-2.662,5.082,-0.0054,177.01
Odisha,Talcher,2011,186.2533,23.3717,1.0758,26439.8333,64724.0,137474.0,9954.0,46.0,0.6508,No,-3.5051,5.6567,-0.0054,175.08
Odisha,Talcher,2012,187.37,23.6241,1.1608,28385.1667,65603.0,145723.0,9970.0,46.0,1.5792,No,-3.4695,5.7911,-0.0054,176.13
Odisha,Talcher,2013,189.6808,22.2049,1.4442,26230.8333,66997.0,154466.0,9994.0,46.0,0.5983,No,-2.908,5.7964,-0.0054,178.3
Odisha,Talcher,2014,196.1083,26.548,1.0825,26226.9167,71668.0,163734.0,10077.0,46.0,-1.2083,No,-4.1209,6.2859,-0.0054,184.34
Odisha,Talcher,2015,194.6267,24.4417,1.5617,24774.9167,68864.0,173558.0,10027.0,46.0,0.4542,No,-3.2289,6.3523,-0.0054,182.95
Odisha,Talcher,2016,197.9558,27.5169,1.1625,27033.75,72703.0,183971.0,10095.0,46.0,-0.2908,No,-4.2308,6.5558,-0.0054,186.08
Odisha,Talcher,2017,223.0483,30.8924,2.9287,1292477.6522,297630.6087,163304.2609,23191.2609,45.3478,-0.3335,No,-3.1262,8.9836,-0.0054,209.67
Odisha,Talcher,2018,183.9068,111.1165,4.7289,2618572.6384,500800.811,135700.6493,38410.6384,37.8986,-1.0057,No,-17.0499,26.5077,-0.0054,172.87
Odisha,Talcher,2019,163.726,96.3874,4.7522,2591069.6904,497206.989,135041.8603,37855.4575,40.0767,-0.9398,No,-14.1397,23.6441,-0.0054,153.9
Odisha,Talcher,2020,159.821,86.8609,4.6747,2489381.734,490255.5532,140466.7128,36664.2021,41.2766,-0.9253,No,-12.35,21.6994,-0.0054,150.23
Odisha,Talcher,2021,200.52,25.2962,1.1975,24362.25,76086.0,246195.0,10155.0,46.0,-0.2,Yes,-3.7606,6.1556,-0.0054,188.49
Odisha,Talcher,2022,216.325,23.5352,1.1867,25853.5,85038.0,260967.0,10313.0,46.0,0.4717,Yes,-3.4262,5.7996,-0.0054,203.35
Odisha,Talcher,2023,208.8033,30.2131,1.1092,22357.25,80204.0,276625.0,10227.0,46.0,-0.665,Yes,-4.8126,7.031,-0.0054,196.28
Odisha,Talcher,2024,213.2142,29.3147,1.185,26619.5,84392.0,293223.0,10301.0,46.0,-1.77,Yes,-4.5607,6.9307,-0.0054,200.42
Odisha,Talcher,2025,211.6733,25.342,1.3825,20051.6667,84422.0,310816.0,10302.0,46.0,0.2758,Yes,-3.5845,6.3495,-0.0054,198.97
Punjab,Amritsar,2010,138.3142,17.8084,1.3908,25471.75,247569.0,575290.0,3158.0,36.0,0.2342,No,-2.0996,4.8812,-0.0054,130.02
Punjab,Amritsar,2011,139.9258,17.878,1.1058,29256.4167,249668.0,609808.0,3195.0,36.0,-0.1483,No,-2.3983,4.6099,-0.0054,131.53
Punjab,Amritsar,2012,140.8133,15.7103,1.275,33905.9167,250705.0,646396.0,3213.0,36.0,-1.1583,No,-1.8042,4.3542,-0.0054,132.36
Punjab,Amritsar,2013,140.2225,18.4725,1.3308,27985.5833,251325.0,685180.0,3224.0,36.0,-0.735,No,-2.2898,4.9514,-0.0054,131.81
Punjab,Amritsar,2014,145.7267,18.1388,1.3825,27088.75,255737.0,726291.0,3302.0,36.0,-0.7808,No,-2.1727,4.9377,-0.0054,136.98
Punjab,Amritsar,2015,144.8758,21.2123,1.2717,26251.9167,252850.0,769868.0,3251.0,36.0,-0.975,No,-2.8859,5.4293,-0.0054,136.18
Punjab,Amritsar,2016,149.5625,20.0002,1.25,26899.6667,258722.0,816060.0,3354.0,36.0,-0.1542,No,-2.67,5.17,-0.0054,140.59
Punjab,Amritsar,2017,142.5383,91.6325,2.0657,271813.2427,1806907.3689,775382.1424,4540.9644,38.0518,2.6751,No,-15.8943,20.0257,-0.0054,133.99
Punjab,Amritsar,2018,119.6712,77.1352,2.0193,436871.837,1934032.7644,854297.6849,4599.3055,37.7164,1.2995,No,-13.0992,17.1378,-0.0054,112.49
Punjab,Amritsar,2019,109.3274,60.393,2.0563,268371.6301,2126898.5589,838221.4288,4653.5493,37.3452,3.3756,Yes,-9.7807,13.8933,-0.0054,102.77
Punjab,Amritsar,2020,94.9935,47.0617,1.8927,206862.7979,2292984.3032,884284.5479,4682.3431,29.5,2.3571,Yes,-7.3314,11.1168,-0.0054,89.29
Punjab,Amritsar,2021,157.6317,21.0051,1.1083,25213.1667,263741.0,1092072.0,3443.0,36.0,0.1658,Yes,-3.0087,5.2253,-0.0054,148.17
Punjab,Amritsar,2022,158.695,18.2085,1.1792,34544.25,265317.0,1157597.0,3471.0,36.0,0.3,Yes,-2.3897,4.7481,-0.0054,149.17
Punjab,Amritsar,2023,155.0775,19.117,1.155,22705.1667,260954.0,1227053.0,3394.0,36.0,0.395,Yes,-2.5919,4.9019,-0.0054,145.77
Punjab,Amritsar,2024,164.6258,21.7261,1.315,31850.6667,269313.0,1300676.0,3541.0,36.0,-0.4525,Yes,-2.9433,5.5733,-0.0054,154.75
Punjab,Amritsar,2025,173.7117,23.4384,1.375,26268.0,275880.0,1378716.0,3657.0,36.0,0.31,Yes,-3.2189,5.9689,-0.0054,163.29
Rajasthan,Jaipur,2010,149.1058,18.5062,0.9833,30485.1667,143369.0,1660107.0,11548.0,34.0,-0.9042,No,-2.6439,4.6105,-0.0054,140.16
Rajasthan,Jaipur,2011,150.9742,18.8308,1.2842,20454.5,145294.0,1759714.0,11581.0,34.0,-0.3092,No,-2.4066,4.975,-0.0054,141.92
